source_id	classification_type	classification_value	classification_source	classification_confidence	notes
src_esareywu2016	field	political_science	plot_row_json	high	
work_title_locating_supreme_court_opinions_in_doctrine_space	study_design	corpus extracted result	source_directness	medium	
work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	field	Psychology/health	plot_row_json	high	
work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	study_design	corpus extracted result	source_directness	medium	
work_nct_nct00106392	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct00106392	field	Clinical medicine	plot_row_json	high	
work_nct_nct00106392	study_design	clinical trial registry result	source_directness	medium	
work_title_acr20_responder_odds_for_active_regimen_versus_matched_placebo_con	source_family	Kerschbaumer 2020 rheumatology phase II/III	human_check_source_result_sample_300.tsv	medium	
work_title_acr20_responder_odds_for_active_regimen_versus_matched_placebo_con	study_design	replication pair	source_directness	medium	
work_title_emotionality_is_not_associated_with_the_political_orientation	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_emotionality_is_not_associated_with_the_political_orientation	study_design	replication pair	source_directness	medium	
work_title_incidence_of_gastroduodenal_ulcers	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_incidence_of_gastroduodenal_ulcers	field	clinical_trials_registry	plot_row_json	high	
work_title_incidence_of_gastroduodenal_ulcers	study_design	corpus extracted result	source_directness	medium	
work_title_the_link_between_self_dehumanization_and_immoral_behavior	source_family	forrt_fred	human_check_source_result_sample_300.tsv	medium	
work_title_the_link_between_self_dehumanization_and_immoral_behavior	field	Social Psychology	plot_row_json	high	
work_title_the_link_between_self_dehumanization_and_immoral_behavior	study_design	corpus extracted result	source_directness	medium	
work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	field	Education	plot_row_json	high	
work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	study_design	corpus extracted result	source_directness	medium	
work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	field	genetics_biomedicine	plot_row_json	high	
work_title_genetic_associations_with_radiological_damage_in_rheumatoid_arthri	study_design	corpus extracted result	source_directness	medium	
work_nct_nct00497146	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct00497146	field	Clinical medicine	plot_row_json	high	
work_nct_nct00497146	study_design	clinical trial registry result	source_directness	medium	
work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	field	economics and finance	plot_row_json	high	
work_title_is_there_selection_bias_in_laboratory_experiments_the_case_of_soci	study_design	corpus extracted result	source_directness	medium	
work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	source_family	score_cos_claims	human_check_source_result_sample_300.tsv	medium	
work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	field	Business	plot_row_json	high	
work_title_loyal_rebels_a_test_of_the_normative_conflict_model_of_constructiv	study_design	corpus extracted result	source_directness	medium	
work_plot2_button_nord_neuroscience_oldershaw_214_337	source_family	Button/Nord neuroscience	human_check_source_result_sample_300.tsv	medium	
work_plot2_button_nord_neuroscience_oldershaw_214_337	field	neuroscience	plot_row_json	high	
src_button2013	source_family	Button/Nord neuroscience	human_check_source_result_sample_300.tsv	medium	
work_plot2_button_nord_neuroscience_oldershaw_214_337	study_design	corpus extracted result	source_directness	medium	
work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	field	genetics_biomedicine	plot_row_json	high	
work_title_incorporating_spatial_anatomical_similarity_into_the_vgwas_framewo	study_design	corpus extracted result	source_directness	medium	
work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	field	Clinical medicine	inferred_from_source_family	medium	
work_title_kaplan_meier_estimate_of_the_percentage_of_participants_who_experi	study_design	clinical trial registry result	source_directness	medium	
work_title_f_1_76_11_53	source_family	Boyce student replication corpus	human_check_source_result_sample_300.tsv	medium	
work_title_f_1_76_11_53	field	Psychology/health	inferred_from_source_family	medium	
work_title_f_1_76_11_53	study_design	replication pair	source_directness	medium	
work_title_feelings_of_social_warmth_or_coldness_can_be_induced_by_experience	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_feelings_of_social_warmth_or_coldness_can_be_induced_by_experience	study_design	replication pair	source_directness	medium	
work_title_progression_free_survival_pfs_per_independent_radiologic_review	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_progression_free_survival_pfs_per_independent_radiologic_review	field	clinical_trials_registry	plot_row_json	high	
work_title_progression_free_survival_pfs_per_independent_radiologic_review	study_design	corpus extracted result	source_directness	medium	
work_title_intentional_disclosure_audience_privacy_setting	source_family	Communication privacy SEM paths	human_check_source_result_sample_300.tsv	medium	
work_title_intentional_disclosure_audience_privacy_setting	study_design	replication pair	source_directness	medium	
work_title_modified_bromage_score_at_10_minutes_post_injection	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_modified_bromage_score_at_10_minutes_post_injection	field	clinical_trials_registry	plot_row_json	high	
work_title_modified_bromage_score_at_10_minutes_post_injection	study_design	corpus extracted result	source_directness	medium	
work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	field	genetics_biomedicine	plot_row_json	high	
work_title_genetic_variants_at_2q24_are_associated_with_susceptibility_to_typ	study_design	corpus extracted result	source_directness	medium	
work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	field	clinical_trials_registry	plot_row_json	high	
work_title_complete_healing_of_the_persistent_epithelial_defect_ped_or_cornea	study_design	corpus extracted result	source_directness	medium	
work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	field	genetics_biomedicine	plot_row_json	high	
work_title_genome_wide_association_and_pathway_analysis_of_left_ventricular_f	study_design	corpus extracted result	source_directness	medium	
work_title_overall_survival	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_overall_survival	field	clinical_trials_registry	plot_row_json	high	
work_title_overall_survival	study_design	corpus extracted result	source_directness	medium	
work_nct_nct02238483	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct02238483	field	Clinical medicine	plot_row_json	high	
work_nct_nct02238483	study_design	clinical trial registry result	source_directness	medium	
work_title_t_27_2_71	source_family	Boyce student replication corpus	human_check_source_result_sample_300.tsv	medium	
work_title_t_27_2_71	field	Psychology/health	inferred_from_source_family	medium	
work_title_t_27_2_71	study_design	replication pair	source_directness	medium	
work_title_yuan_301	source_family	button_nord_neuroscience	human_check_source_result_sample_300.tsv	medium	
work_title_yuan_301	field	neuroscience	plot_row_json	high	
work_title_yuan_301	study_design	corpus extracted result	source_directness	medium	
work_plot2_metabus_open_bosco_jap_85_2_237_3794	source_family	metaBUS open Bosco subset	human_check_source_result_sample_300.tsv	medium	
work_plot2_metabus_open_bosco_jap_85_2_237_3794	field	io_psychology_management	plot_row_json	high	
work_plot2_metabus_open_bosco_jap_85_2_237_3794	study_design	corpus extracted result	source_directness	medium	
work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	field	genetics_biomedicine	plot_row_json	high	
work_title_integration_of_genome_wide_snp_data_and_gene_expression_profiles_r	study_design	corpus extracted result	source_directness	medium	
work_doi_10_1086_670394	source_family	SCORE analyst join	human_check_source_result_sample_300.tsv	medium	
work_doi_10_1086_670394	field	Psychology/health	inferred_from_source_family	medium	
work_doi_10_1086_670394	study_design	replication pair	source_directness	medium	
work_title_looking_on_the_bright_side_replicating_the_association_between_bri	source_family	van den Akker matched preregistered-result paper medians	human_check_source_result_sample_300.tsv	medium	
work_title_looking_on_the_bright_side_replicating_the_association_between_bri	field	Psychology/health	plot_row_json	high	
src_vandenakkerselectivehypothesis2023	source_family	van den Akker matched preregistered-result paper medians	human_check_source_result_sample_300.tsv	medium	
src_vandenakkerselectivehypothesis2023	field	Psychology/health	plot_row_json	high	
work_title_mohler_seitz_2012	source_family	havranek_armington	human_check_source_result_sample_300.tsv	medium	
work_title_mohler_seitz_2012	field	Economics/finance	plot_row_json	high	
work_title_mohler_seitz_2012	study_design	corpus extracted result	source_directness	medium	
work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	field	clinical_trials_registry	plot_row_json	high	
work_title_proportion_of_participants_with_clinical_remission_per_mayo_score	study_design	corpus extracted result	source_directness	medium	
work_title_count_of_participants_who_self_reported_adequate_relief	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_count_of_participants_who_self_reported_adequate_relief	field	Clinical medicine	inferred_from_source_family	medium	
work_title_count_of_participants_who_self_reported_adequate_relief	study_design	clinical trial registry result	source_directness	medium	
work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	source_family	LOOPR coding workbook	human_check_source_result_sample_300.tsv	medium	
work_title_gottfredson_g_d_jones_e_m_holland_j_l_1993_personality_and_vocatio	study_design	replication pair	source_directness	medium	
work_doi_10_1111_1467_9280_00431	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_doi_10_1111_1467_9280_00431	study_design	replication pair	source_directness	medium	
work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	source_family	esarey_wu_2016_political_science_main_findings	human_check_source_result_sample_300.tsv	medium	
work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	field	political_science	plot_row_json	high	
work_title_the_iraq_coalition_of_thewilling_and_politically_able_party_system	study_design	corpus extracted result	source_directness	medium	
work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	field	genetics_biomedicine	plot_row_json	high	
work_title_effect_of_hla_drb1_alleles_and_genetic_variants_on_the_development	study_design	corpus extracted result	source_directness	medium	
work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	source_family	Schäfer/Schwarz 2019 preregistered psychology articles	human_check_source_result_sample_300.tsv	medium	
work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	field	Psychology/health	plot_row_json	high	
work_title_2016_preregistered_key_question_effect_schaefer_2019_preg_50	study_design	corpus extracted result	source_directness	medium	
work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	field	clinical_trials_registry	plot_row_json	high	
work_title_progression_free_survival_pfs_following_treatment_with_tivantinib	study_design	corpus extracted result	source_directness	medium	
work_plot2_button_nord_neuroscience_shum_258_408	source_family	Button/Nord neuroscience	human_check_source_result_sample_300.tsv	medium	
work_plot2_button_nord_neuroscience_shum_258_408	field	neuroscience	plot_row_json	high	
work_plot2_button_nord_neuroscience_shum_258_408	study_design	corpus extracted result	source_directness	medium	
work_doi_10_17605_osf_io_39xuw	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_doi_10_17605_osf_io_39xuw	study_design	replication pair	source_directness	medium	
work_title_miron_1986	source_family	Havránek substitution meta-analysis	human_check_source_result_sample_300.tsv	medium	
work_title_miron_1986	field	Economics/finance	plot_row_json	high	
src_havranek2015	source_family	Havránek substitution meta-analysis	human_check_source_result_sample_300.tsv	medium	
src_havranek2015	field	Economics/finance	plot_row_json	high	
work_title_miron_1986	study_design	corpus extracted result	source_directness	medium	
work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	source_family	score_cos_claims	human_check_source_result_sample_300.tsv	medium	
work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	field	Business	plot_row_json	high	
work_title_who_should_be_in_power_to_encourage_product_program_innovativeness	study_design	corpus extracted result	source_directness	medium	
work_nct_nct00474851	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct00474851	field	Clinical medicine	plot_row_json	high	
work_nct_nct00474851	study_design	clinical trial registry result	source_directness	medium	
work_title_scarcity_induced_focus_ledas_to_neglect_of_other_details	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_scarcity_induced_focus_ledas_to_neglect_of_other_details	study_design	replication pair	source_directness	medium	
work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_is_cleanliness_next_to_godliness_dispelling_old_wives_tales_failur	study_design	replication pair	source_directness	medium	
work_nct_nct00784654	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct00784654	field	Clinical medicine	plot_row_json	high	
work_nct_nct00784654	study_design	clinical trial registry result	source_directness	medium	
work_title_effects_of_phonemic_similarity_on_total_number_of_correctly_recall	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_effects_of_phonemic_similarity_on_total_number_of_correctly_recall	study_design	replication pair	source_directness	medium	
work_title_tumorigenicity_frequency_between_top_gfplow_vs_top_gfphigh_450_cul	source_family	RPCB	human_check_source_result_sample_300.tsv	medium	
work_title_tumorigenicity_frequency_between_top_gfplow_vs_top_gfphigh_450_cul	study_design	replication pair	source_directness	medium	
work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	field	genetics_biomedicine	plot_row_json	high	
work_title_integration_of_transcriptome_and_exome_genotyping_identifies_signi	study_design	corpus extracted result	source_directness	medium	
work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	field	clinical_trials_registry	plot_row_json	high	
work_title_proportion_of_patients_meeting_american_college_of_rheumatology_20	study_design	corpus extracted result	source_directness	medium	
work_title_nrs_numerical_rating_scale	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_nrs_numerical_rating_scale	field	clinical_trials_registry	plot_row_json	high	
work_title_nrs_numerical_rating_scale	study_design	corpus extracted result	source_directness	medium	
work_title_jap_93_4_864	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_93_4_864	field	io_psychology_management	plot_row_json	high	
work_title_jap_93_4_864	study_design	corpus extracted result	source_directness	medium	
work_plot2_metabus_open_bosco_jap_95_1_122_4496	source_family	metaBUS open Bosco subset	human_check_source_result_sample_300.tsv	medium	
work_plot2_metabus_open_bosco_jap_95_1_122_4496	field	io_psychology_management	plot_row_json	high	
work_plot2_metabus_open_bosco_jap_95_1_122_4496	study_design	corpus extracted result	source_directness	medium	
work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	field	clinical_trials_registry	plot_row_json	high	
work_title_change_in_positive_and_negative_syndrome_scale_panss_total_score_f	study_design	corpus extracted result	source_directness	medium	
work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	field	clinical_trials_registry	plot_row_json	high	
work_title_mean_change_in_baseline_observation_carried_forward_bocf_average_d	study_design	corpus extracted result	source_directness	medium	
work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	field	genetics_biomedicine	plot_row_json	high	
work_title_genome_wide_association_study_of_pancreatic_cancer_in_japanese_pop	study_design	corpus extracted result	source_directness	medium	
work_title_change_in_clinical_activity_score_cas	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_change_in_clinical_activity_score_cas	field	Clinical medicine	inferred_from_source_family	medium	
work_title_change_in_clinical_activity_score_cas	study_design	clinical trial registry result	source_directness	medium	
work_title_jap_91_1_139	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_91_1_139	field	io_psychology_management	plot_row_json	high	
work_title_jap_91_1_139	study_design	corpus extracted result	source_directness	medium	
work_title_paper_41_experiment_2	source_family	RPCB	human_check_source_result_sample_300.tsv	medium	
work_title_paper_41_experiment_2	study_design	replication pair	source_directness	medium	
work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	field	clinical_trials_registry	plot_row_json	high	
work_title_comparing_all_morning_bowel_prep_to_evening_bowel_prep_for_patient	study_design	corpus extracted result	source_directness	medium	
work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	source_family	score_cos_claims	human_check_source_result_sample_300.tsv	medium	
work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	field	Business	plot_row_json	high	
work_title_ceo_career_horizon_and_tenure_future_performance_implications_unde	study_design	corpus extracted result	source_directness	medium	
work_nct_nct01974206	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct01974206	field	Clinical medicine	plot_row_json	high	
work_nct_nct01974206	study_design	clinical trial registry result	source_directness	medium	
work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	source_family	Golden Gulzar Sonnet political-responsiveness preregistered field experiment	human_check_source_result_sample_300.tsv	medium	
work_title_golden_gulzar_sonnet_responsiveness_paper_median_of_5_preregistere	field	Political science	plot_row_json	high	
src_goldengulzarsonnetdataverse	source_family	Golden Gulzar Sonnet political-responsiveness preregistered field experiment	human_check_source_result_sample_300.tsv	medium	
src_goldengulzarsonnetdataverse	field	Political science	plot_row_json	high	
work_title_children_and_careers_how_family_size_affects_parents_labor_market	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_children_and_careers_how_family_size_affects_parents_labor_market	field	sociology and criminology	plot_row_json	high	
work_title_children_and_careers_how_family_size_affects_parents_labor_market	study_design	corpus extracted result	source_directness	medium	
work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	source_family	score_cos_claims	human_check_source_result_sample_300.tsv	medium	
work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	field	Political science	plot_row_json	high	
work_title_mobilizing_candidates_political_actors_strategically_shape_the_can	study_design	corpus extracted result	source_directness	medium	
work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	source_family	Olsson/Sundell social interventions	human_check_source_result_sample_300.tsv	medium	
work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	field	social_intervention_research	plot_row_json	high	
src_olsson2023publicationbias	source_family	Olsson/Sundell social interventions	human_check_source_result_sample_300.tsv	medium	
work_plot2_olsson_sundell_2023_social_interventions_olsson_sundell_2023_323_5	study_design	corpus extracted result	source_directness	medium	
work_title_third_party_governance_and_performance_measurement_a_case_study_of	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_third_party_governance_and_performance_measurement_a_case_study_of	field	Political science	plot_row_json	high	
work_title_third_party_governance_and_performance_measurement_a_case_study_of	study_design	corpus extracted result	source_directness	medium	
work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	field	genetics_biomedicine	plot_row_json	high	
work_title_association_of_fads1_2_locus_variants_and_polyunsaturated_fatty_ac	study_design	corpus extracted result	source_directness	medium	
work_title_sloman2016_1	source_family	Boyce student replication corpus	human_check_source_result_sample_300.tsv	medium	
work_title_sloman2016_1	field	Psychology/health	inferred_from_source_family	medium	
work_title_sloman2016_1	study_design	replication pair	source_directness	medium	
work_title_jap_69_2_214	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_69_2_214	field	io_psychology_management	plot_row_json	high	
work_title_jap_69_2_214	study_design	corpus extracted result	source_directness	medium	
work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	field	clinical_trials_registry	plot_row_json	high	
work_title_change_from_baseline_in_glycosylated_haemoglobin_a1c_hba1c_after_1	study_design	corpus extracted result	source_directness	medium	
work_title_change_in_blood_carotenoid_status	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_change_in_blood_carotenoid_status	field	clinical_trials_registry	plot_row_json	high	
work_title_change_in_blood_carotenoid_status	study_design	corpus extracted result	source_directness	medium	
work_title_genome_wide_association_study_identifies_a_common_variant_associat	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_genome_wide_association_study_identifies_a_common_variant_associat	field	genetics_biomedicine	plot_row_json	high	
work_title_genome_wide_association_study_identifies_a_common_variant_associat	study_design	corpus extracted result	source_directness	medium	
work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	field	clinical_trials_registry	plot_row_json	high	
work_title_change_from_baseline_to_endpoint_mmtt_auc_0_4h_for_plasma_glucose	study_design	corpus extracted result	source_directness	medium	
work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	field	clinical_trials_registry	plot_row_json	high	
work_title_change_from_baseline_in_mean_number_of_days_per_week_with_at_least	study_design	corpus extracted result	source_directness	medium	
work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	source_family	Schäfer/Schwarz 2019 preregistered psychology articles	human_check_source_result_sample_300.tsv	medium	
work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	field	Psychology/health	plot_row_json	high	
work_title_2017_preregistered_key_question_effect_schaefer_2019_preg_73	study_design	corpus extracted result	source_directness	medium	
work_title_jap_81_5_587	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_81_5_587	field	io_psychology_management	plot_row_json	high	
work_title_jap_81_5_587	study_design	corpus extracted result	source_directness	medium	
work_plot2_metabus_open_bosco_jap_66_6_706_3063	source_family	metaBUS open Bosco subset	human_check_source_result_sample_300.tsv	medium	
work_plot2_metabus_open_bosco_jap_66_6_706_3063	field	io_psychology_management	plot_row_json	high	
work_plot2_metabus_open_bosco_jap_66_6_706_3063	study_design	corpus extracted result	source_directness	medium	
work_nct_nct01769378	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct01769378	field	Clinical medicine	plot_row_json	high	
work_nct_nct01769378	study_design	clinical trial registry result	source_directness	medium	
work_nct_nct00108550	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct00108550	field	Clinical medicine	plot_row_json	high	
work_nct_nct00108550	study_design	clinical trial registry result	source_directness	medium	
work_plot2_metabus_open_bosco_jap_79_4_535_3532	source_family	metaBUS open Bosco subset	human_check_source_result_sample_300.tsv	medium	
work_plot2_metabus_open_bosco_jap_79_4_535_3532	field	io_psychology_management	plot_row_json	high	
work_plot2_metabus_open_bosco_jap_79_4_535_3532	study_design	corpus extracted result	source_directness	medium	
work_title_conflict_and_housework_does_country_context_matter	source_family	score_cos_claims	human_check_source_result_sample_300.tsv	medium	
work_title_conflict_and_housework_does_country_context_matter	field	sociology and criminology	plot_row_json	high	
work_title_conflict_and_housework_does_country_context_matter	study_design	corpus extracted result	source_directness	medium	
work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	field	clinical_trials_registry	plot_row_json	high	
work_title_percent_change_from_baseline_in_insulin_resistance_based_on_insuli	study_design	corpus extracted result	source_directness	medium	
work_plot2_metabus_open_bosco_pp_54_3_669_4855	source_family	metaBUS open Bosco subset	human_check_source_result_sample_300.tsv	medium	
work_plot2_metabus_open_bosco_pp_54_3_669_4855	field	io_psychology_management	plot_row_json	high	
work_plot2_metabus_open_bosco_pp_54_3_669_4855	study_design	corpus extracted result	source_directness	medium	
work_title_jap_83_4_531	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_83_4_531	field	io_psychology_management	plot_row_json	high	
work_title_jap_83_4_531	study_design	corpus extracted result	source_directness	medium	
work_nct_nct01311674	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct01311674	field	Clinical medicine	plot_row_json	high	
work_nct_nct01311674	study_design	clinical trial registry result	source_directness	medium	
work_title_the_liebowitz_social_anxiety_scale_lsas	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_the_liebowitz_social_anxiety_scale_lsas	field	Clinical medicine	inferred_from_source_family	medium	
work_title_the_liebowitz_social_anxiety_scale_lsas	study_design	clinical trial registry result	source_directness	medium	
work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	source_family	gwas_catalog	human_check_source_result_sample_300.tsv	medium	
work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	field	genetics_biomedicine	plot_row_json	high	
work_title_a_trans_ethnic_genome_wide_association_study_identifies_gender_spe	study_design	corpus extracted result	source_directness	medium	
work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	source_family	score_cos_claims	human_check_source_result_sample_300.tsv	medium	
work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	field	Political science	plot_row_json	high	
work_title_building_confidence_in_elections_the_case_of_electoral_monitors_in	study_design	corpus extracted result	source_directness	medium	
