problem_id	source_result_id	table_name	column_name	problem_code	severity	detail	suggested_rework	resolved	resolved_by	resolved_at
prob_054052f3a95c	sr_0cc5d4c7a6b9	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_501a0423d597	sr_60c2a469e71e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_cd601a46e51e	sr_5cfe7da2c521	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_793d0b52d574	sr_8ad55815e5fc	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_d978c3d524b0	sr_a6f46bca45c2	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_770f0af50e6c	sr_368a7954cbb8	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a00de43c20e3	sr_be6f969d81a7	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2b3ccb9274b9	sr_46fcf0099591	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_49f71fc3ff3f	sr_fee3ac01c606	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_904ae5004d34	sr_14b1bfc72686	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_0f2b6aa04bf7	sr_56a9f30f8d92	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_11dd577d2a46	sr_c4f5b565a745	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_4222cd45c50a	sr_8dbf832c0aa0	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_693b4452ae8a	sr_d30c0407b24b	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2e47f6c2ee65	sr_4c9b3024bcba	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_04cf7b6f4464	sr_868dfc6da179	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_4ae9bb794339	sr_2ead36cae8e2	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_cf130da6b126	sr_10e682ba553b	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_123b1764cbdc	sr_4f77703173f7	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fa9c2160bce3	sr_ee72592661db	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_0eaa1597fcf9	sr_285363cf3974	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_1db08f26f0f8	sr_d222165d0b25	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_ea18aa18961a	sr_d3faea5526bc	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_23b95c7fc8fd	sr_1e8a07a9cd86	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_da00ada162cc	sr_65a9f9c5f7bd	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_07324cb3d1c5	sr_562a7f6042a2	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_01dbe6348448	sr_bf90b4be790a	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_149fed783f08	sr_6e5c68827050	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_9c9db797fdc2	sr_6e5c68827050	source_result.tsv	source_locator	missing_source_locator	medium	Recovered raw_file path does not exist: data/raw/corpus_candidates/esarey_wu_2016/pub-bias-replication-files.zip::pub-bias-replication-files/publication_data_2016-5-29.dta	Add an atomic source_access row with a direct URL or local mirror path.	false		
prob_713e347106bc	sr_d225c4f2ad96	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_8b08cd28af61	sr_6593fff4c749	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_11e9731199e3	sr_910cc9ea32e4	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_f0d3962b7781	sr_80c5ee34e5f4	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_8d5f7bdbd6ee	sr_187e0ccced6f	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_7ad90198782b	sr_af15cdb4aad8	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_cd8101be1e64	sr_148ffca3367c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_67c7dd1ddc69	sr_22f96d70c38a	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_520725ca53d8	sr_f9f06025395c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_fbdb7349bcd6	sr_bbf5b92dab8e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_c88d6502e8e7	sr_4adf6fd2310b	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_68dce82da0ad	sr_af69b1b27c9f	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_9e882e13fc01	sr_78698f5ba037	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_e2ebc2a45a8e	sr_8226dc61270c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_9c653696f086	sr_541412d5d4e8	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_4d4ce0fb3f0a	sr_a929155b5e72	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2ff80fc2632d	sr_c1becaaf9056	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_7278ee07d8cc	sr_3cef793ec7a4	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2c786882ae40	sr_34e03261c24d	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_02517e8251b5	sr_cf10c58438c7	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_a15aebd12801	sr_4dbf0cd7b50e	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_2c09ae3e6822	sr_09538e441d8b	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_c19002a4aca1	sr_da95f9c21d25	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is replication_pair_source_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_255c57c40218	sr_62cc168cbf4c	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_852d690f7cc0	sr_8989ad9654f1	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
prob_c7873f00330e	sr_7967f7ac70eb	source_result.tsv	verbatim_source_row_text	source_is_derived_not_original_text	medium	Best recovered source row is candidate_child_numeric_row; this is not guaranteed to be original paper/database text.	Backfill the original paper/database/table row and keep this derived row as a sidecar source-result.	false		
