source_result_id	verification_route	source_citation_key	current_evidence_level	nct_id	source_file_local_path	source_file_load_status	plotted_result_label	expected_d	expected_n	candidate_children_total	candidate_children_verified	computed_median_d_from_verified_children	computed_median_n_from_verified_children	all_children_verified	median_matches_plot	verification_status	promote_to_level6	failure_reason	source_value_snippets	lessons_learned
sr_4b879765bfd6	clinicaltrials_api_v2_json	du2024	6	NCT01075048	data/cache/provenance_level5/sample_300/sr_4b879765bfd6__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01075048.json	existing_mirror	Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy	0.2017799041775155	131.0	12	12	0.2017799041775155	131.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_70522 | outcome=Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy | p=0.3815 | z=0.8751358366835473 | N_enrollment=131.0 | D=0.1529219461279733 || row_id=ctgovkg_70523 | outcome=Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy | p=0.1900 | z=1.310579112168129 | N_enrollment=131.0 | D=0.229011657375303 || row_id=ctgovkg_70524 | outcome=Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy | p=0.1986 | z=1.2855504472598993 | N_enrollment=131.0 | D=0.2246381281626771 || row_id=ctgovkg_70525 | outcome=Progression-Free Survival (PFS) Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer With Wild-Type K-ras Oncogene (KRAS) Who Have Received Front-Line Systemic Therapy | p=0.2617 | z=1.1223821280833226 | N_enrollment=131.0 | D=0.1961259636860495 || row_id=ctgovkg_70526 | outcome=Progression-Free Survival (PFS) Using Computed Best Response Following Treatment With Tivantinib (ARQ 197) in Combination With Irinotecan and Cetuximab in Participants With Metastatic Colorectal Cancer Who Have Received Front-Line Systemic Therapy | p=0.4488 | z=0.7574171243397964 | N_enrollment=131.0 | D=0.1323516828240435	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_37218d335ce6	clinicaltrials_api_v2_json	du2024	6	NCT00474851	data/cache/ctgov_api_v2_studies/NCT00474851.json	existing_mirror	Bone Mineral Density	0.4518760436222017	53.0	1	1	0.4518760436222017	53.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Bone Mineral Density | p=0.10 | z=1.6448536269514715 | N_enrollment=53.0 | D_recomputed=0.4518760436222014	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_28aebf7ac1f1	clinicaltrials_api_v2_json	du2024	6	NCT00784654	data/cache/provenance_level6/sample_300/sr_28aebf7ac1f1__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00784654.json	level6_cache	Percent of Participants With Treatment Failures at End of The Randomized Withdrawal Period	0.3961328676721795	276.0	1	1	0.3961328676721795	276.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Percent of Participants With Treatment Failures at End of The Randomized Withdrawal Period | p=< 0.001 | z=3.2905267314919255 | N_enrollment=276.0 | D_recomputed=0.39613286767218325	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_2d3d0f11d546	clinicaltrials_api_v2_json	du2024	6	NCT00369928	data/cache/provenance_level5/sample_300/sr_2d3d0f11d546__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00369928.json	existing_mirror	Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks	0.0284994070815376	254.0	2	2	0.0284994070815376	254.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_53762 | outcome=Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks | p=0.982 | z=0.022561568390224718 | N_enrollment=254.0 | D=0.0028312774118936 || row_id=ctgovkg_53763 | outcome=Proportion of Patients Meeting American College of Rheumatology 20 Response Criteria (ACR20) at 12weeks | p=0.666 | z=0.43164423938395613 | N_enrollment=254.0 | D=0.0541675367511816	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_50fdee6ef7a9	clinicaltrials_api_v2_json	du2024	6	NCT02359110	data/cache/provenance_level5/sample_300/sr_50fdee6ef7a9__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02359110.json	existing_mirror	NRS (Numerical Rating Scale)	0.0478781021625684	112.0	7	7	0.0478781021625684	112.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_89083 | outcome=NRS (Numerical Rating Scale) | p=0.89 | z=0.13830420796140436 | N_enrollment=112.0 | D=0.0261370385385454 || row_id=ctgovkg_89084 | outcome=NRS (Numerical Rating Scale) | p=0.94 | z=0.0752698620998299 | N_enrollment=112.0 | D=0.0142246668810197 || row_id=ctgovkg_89085 | outcome=NRS (Numerical Rating Scale) | p=0.64 | z=0.46769879911450796 | N_enrollment=112.0 | D=0.0883867650671817 || row_id=ctgovkg_89086 | outcome=NRS (Numerical Rating Scale) | p=0.59 | z=0.5388360302784504 | N_enrollment=112.0 | D=0.1018304381112892 || row_id=ctgovkg_89087 | outcome=VAS (Visual Analog Scale) | p=0.52 | z=0.6433454053929168 | N_enrollment=112.0 | D=0.1215808535561207	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_f2d67c41c94e	clinicaltrials_api_v2_json	du2024	6	NCT00590577	data/cache/provenance_level5/sample_300/sr_f2d67c41c94e__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00590577.json	existing_mirror	Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment	0.219863853252436	652.0	9	9	0.219863853252436	652.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_3348 | outcome=Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_3349 | outcome=Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_3350 | outcome=Change in Personal and Social Performance Scale (PSP) Score From Baseline to Week 13 or the Last Post-baseline Assessment. | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_3351 | outcome=Change in Clinical Global Impression-Severity (CGI-S) Scores From Baseline to Week 13 or the Last Post-baseline Assessment | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_28571 | outcome=Change in Positive and Negative Syndrome Scale (PANSS) Total Score From Baseline to Week 13 or the Last Post-baseline Assessment | p=0.034 | z=2.1200716897421503 | N_enrollment=652.0 | D=0.1660568305714166	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_1da5d9472eaf	clinicaltrials_api_v2_json	du2024	6	NCT00636636	data/cache/provenance_level5/sample_300/sr_1da5d9472eaf__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00636636.json	existing_mirror	Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score	0.2349643662855672	452.0	5	5	0.2349643662855672	452.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_28858 | outcome=Mean Change in Baseline Observation Carried Forward (BOCF) Average Daily Pain Score | p=0.0125 | z=2.4977054744123737 | N_enrollment=452.0 | D=0.2349643662855672 || row_id=ctgovkg_28859 | outcome=Patient Global Impression of Change (PGIC) | p=0.0434 | z=2.019839870490646 | N_enrollment=452.0 | D=0.1900105516963774 || row_id=ctgovkg_28860 | outcome=Clinical Global Impression of Change (CGIC) | p=0.0268 | z=2.2144185499958327 | N_enrollment=452.0 | D=0.2083149741316826 || row_id=ctgovkg_28861 | outcome=Average Daily Sleep Interference Score | p=0.0001 | z=3.89059188641312 | N_enrollment=452.0 | D=0.3659960977912703 || row_id=ctgovkg_28862 | outcome=Mean Change in Last Observation Carried Forward (LOCF) Average Daily Pain Score | p=0.007 | z=2.6968442608781307 | N_enrollment=452.0 | D=0.2536977674988591	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_b900a0f99163	clinicaltrials_api_v2_json	du2024	6	NCT00595335	data/cache/ctgov_api_v2_studies/NCT00595335.json	existing_mirror	Change in Clinical Activity Score (CAS)	0.1380502125881889	25.0	1	1	0.1380502125881889	25.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Change in Clinical Activity Score (CAS) | p=0.73 | z=0.34512553147047226 | N_enrollment=25.0 | D_recomputed=0.1380502125881889	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_616ebdabaa34	clinicaltrials_api_v2_json	du2024	6	NCT00687830	data/cache/provenance_level5/sample_300/sr_616ebdabaa34__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00687830.json	existing_mirror	Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome.	0.3969830567692884	136.0	2	2	0.39698305676928836	136.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_6779 | outcome=Comparing All Morning Bowel Prep to Evening Bowel Prep for Patients Undergoing Afternoon Colonoscopies. (Using Ottawa Scale Scores, Range 0-14) Lower Score Indicates a Better Outcome. | p=<0.01 | z=2.5758293035489 | N_enrollment=136.0 | D=0.4417510811272503 || row_id=ctgovkg_31529 | outcome=Patient Satisfaction in the Two Groups, All Morning Prep vs. All Evening Bowel Prep. | p=0.04 | z=2.053748910631822 | N_enrollment=136.0 | D=0.3522150324113264	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_8d7acd628883	clinicaltrials_api_v2_json	du2024	6	NCT01974206	data/cache/provenance_level6/sample_300/sr_8d7acd628883__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01974206.json	level6_cache	Percentage of Participants With CMV Viremia Through 1 Year Post First Study Drug Injection	0.1668163240820576	150.0	1	1	0.1668163240820576	150.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Percentage of Participants With CMV Viremia Through 1 Year Post First Study Drug Injection | p=0.307 | z=1.0215371869194867 | N_enrollment=150.0 | D_recomputed=0.16681632408205765	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_7ac68cdbbc03	clinicaltrials_api_v2_json	du2024	6	NCT02589639	data/cache/provenance_level5/sample_300/sr_7ac68cdbbc03__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02589639.json	existing_mirror	Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment.	0.4744271478441135	269.0	2	2	0.4744271478441135	269.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_18356 | outcome=Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment. | p=<0.0001 | z=3.89059188641312 | N_enrollment=269.0 | D=0.4744271478441135 || row_id=ctgovkg_18357 | outcome=Change From Baseline in Glycosylated Haemoglobin A1c (HbA1c) After 16 Weeks of Treatment. | p=<0.0001 | z=3.89059188641312 | N_enrollment=269.0 | D=0.4744271478441135	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_431a5e1736e3	clinicaltrials_api_v2_json	du2024	6	NCT03535844	data/cache/provenance_level5/sample_300/sr_431a5e1736e3__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct03535844.json	existing_mirror	Change in Blood Carotenoid Status	0.1928895658110526	41.0	20	20	0.19288956581105254	41.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_22877 | outcome=Change in Blood Carotenoid Status | p=<0.05 | z=1.9599639845400536 | N_enrollment=41.0 | D=0.6121898972636041 || row_id=ctgovkg_104250 | outcome=Change in Carotid Intima Media Thickness | p=0.49 | z=0.690308823933034 | N_enrollment=41.0 | D=0.2156162517970426 || row_id=ctgovkg_104251 | outcome=Change in Endothelial Progenitor Cells | p=0.67 | z=0.42614800784127826 | N_enrollment=41.0 | D=0.1331062750118151 || row_id=ctgovkg_104252 | outcome=Change in Flow Mediated Dilation | p=0.08 | z=1.7506860712521695 | N_enrollment=41.0 | D=0.5468224592668712 || row_id=ctgovkg_104253 | outcome=Change in Plasma Nitric Oxide | p=0.7162 | z=0.36354205946080115 | N_enrollment=41.0 | D=0.1135514620614493	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_e9c214df8069	clinicaltrials_api_v2_json	du2024	6	NCT02367066	data/cache/provenance_level5/sample_300/sr_e9c214df8069__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02367066.json	existing_mirror	Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose	0.6867687234639817	30.0	9	9	0.6867687234639817	30.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_40692 | outcome=Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Glucose | p=0.02 | z=2.3263478740408408 | N_enrollment=30.0 | D=0.8494621381442369 || row_id=ctgovkg_40693 | outcome=Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma C-Peptide | p=0.04 | z=2.053748910631822 | N_enrollment=30.0 | D=0.7499230705364739 || row_id=ctgovkg_89313 | outcome=Change From Baseline to Endpoint MMTT C_max for Plasma Glucose | p=0.06 | z=1.8807936081512504 | N_enrollment=30.0 | D=0.6867687234639817 || row_id=ctgovkg_89314 | outcome=Change From Baseline to Endpoint GGI AUC(1-2h) for Plasma C-Peptide | p=0.41 | z=0.8238936303385576 | N_enrollment=30.0 | D=0.3008434175475004 || row_id=ctgovkg_89315 | outcome=Change From Baseline to Endpoint MMTT AUC(0-4h) for Plasma Insulin | p=0.06 | z=1.8807936081512504 | N_enrollment=30.0 | D=0.6867687234639817	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_4420ad24a594	clinicaltrials_api_v2_json	du2024	6	NCT01309841	data/cache/provenance_level5/sample_300/sr_4420ad24a594__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01309841.json	existing_mirror	Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12	0.1527285775497564	652.0	24	24	0.15272857754975638	652.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_10158 | outcome=Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_10159 | outcome=Change From Baseline in Mean Number of Days Per Week With at Least 1 SBM During Weeks 1 to 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_10160 | outcome=Change From Baseline in Percent Numbers of Days With a CSBM (Complete Spontaneous Bowel Movement) | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_10161 | outcome=Change From Baseline in Mean Spontaneous Bowel Movements/Week | p=<0.001 | z=3.2905267314919255 | N_enrollment=652.0 | D=0.2577339448405744 || row_id=ctgovkg_34458 | outcome=Response (Responder/Non-responder) to Study Drug During Weeks 1 to 12 | p=0.015 | z=2.432379058584449 | N_enrollment=652.0 | D=0.1905186315968138	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_dfc5f98d8a4f	clinicaltrials_api_v2_json	du2024	6	NCT01769378	data/cache/provenance_level6/sample_300/sr_dfc5f98d8a4f__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01769378.json	level6_cache	Change From Baseline in Glycosylated Hemoglobin A1c (HbA1c) at 24 Weeks	0.3799572988405009	300.0	1	1	0.3799572988405009	300.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Change From Baseline in Glycosylated Hemoglobin A1c (HbA1c) at 24 Weeks | p=<0.001 | z=3.2905267314919255 | N_enrollment=300.0 | D_recomputed=0.3799572988405045	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_6db78c28c05a	clinicaltrials_api_v2_json	du2024	6	NCT00108550	data/cache/ctgov_api_v2_studies/NCT00108550.json	existing_mirror	Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time	0.1539636582385068	108.0	1	1	0.1539636582385068	108.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Transformed Descriptor Differential Scale-Pain Intensity Scores Adjusted for Time | p=0.4237 | z=0.8000186357647932 | N_enrollment=108.0 | D_recomputed=0.15396365823850683	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_368a7954cbb8	clinicaltrials_api_v2_json	du2024	6	NCT02530385	data/cache/provenance_level5/sample_300/sr_368a7954cbb8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02530385.json	existing_mirror	Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp	0.1573064216916279	24.0	5	5	0.1573064216916279	24.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_91124 | outcome=Percent Change From Baseline in Insulin Resistance Based on Insulin-Stimulated Glucose Uptake (M) During Hyperinsulinemic Euglycemic Clamp | p=0.16 | z=1.4050715603096327 | N_enrollment=24.0 | D=0.5736180624758003 || row_id=ctgovkg_91125 | outcome=Change in Insulin Resistance Based on Homeostasic Model Assessment of Insulin Resistance (HOMA-IR) | p=0.70 | z=0.3853204664075676 | N_enrollment=24.0 | D=0.1573064216916279 || row_id=ctgovkg_91126 | outcome=Body Weight (Metabolic Scale) | p=0.93 | z=0.08784483789587154 | N_enrollment=24.0 | D=0.0358625048970647 || row_id=ctgovkg_91127 | outcome=Lean Mass | p=0.90 | z=0.12566134685507413 | N_enrollment=24.0 | D=0.0513010300309705 || row_id=ctgovkg_91128 | outcome=Fat Mass | p=0.32 | z=0.9944578832097528 | N_enrollment=24.0 | D=0.4059857307586936	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_1c6ef92fa050	clinicaltrials_api_v2_json	du2024	6	NCT01311674	data/cache/ctgov_api_v2_studies/NCT01311674.json	existing_mirror	Comparison Between Vaccination Schedules Using Day 210 Anti-HBs Antibody Titers AUC(0-t)	0.008447387332639	141.0	1	1	0.008447387332639	141.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Comparison Between Vaccination Schedules Using Day 210 Anti-HBs Antibody Titers AUC(0-t) | p=0.96 | z=0.050153583464733656 | N_enrollment=141.0 | D_recomputed=0.00844738733263909	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_f7d0e896cfc6	clinicaltrials_api_v2_json	du2024	6	NCT00958880	data/cache/ctgov_api_v2_studies/NCT00958880.json	existing_mirror	The Liebowitz Social Anxiety Scale (LSAS)	0.7691857958022988	40.0	1	1	0.7691857958022988	40.0	true	true	verified_single_registry_outcome_from_json	true		outcome=The Liebowitz Social Anxiety Scale (LSAS) | p=.015 | z=2.432379058584449 | N_enrollment=40.0 | D_recomputed=0.7691857958022996	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_4c9b3024bcba	clinicaltrials_api_v2_json	du2024	6	NCT00706823	data/cache/provenance_level5/sample_300/sr_4c9b3024bcba__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00706823.json	existing_mirror	Time Required for Intubation	0.4803543945543185	50.0	4	4	0.4803543945543185	50.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_29476 | outcome=Time Required for Intubation | p=0.02 | z=2.3263478740408408 | N_enrollment=50.0 | D=0.6579905428532747 || row_id=ctgovkg_29477 | outcome=Number of Attempts | p=0.03 | z=2.17009037758456 | N_enrollment=50.0 | D=0.6137942487110872 || row_id=ctgovkg_63057 | outcome=Level of Difficulty for Intubation | p=0.22 | z=1.2265281200366105 | N_enrollment=50.0 | D=0.3469145403975498 || row_id=ctgovkg_63058 | outcome=Leak Pressure | p=0.22 | z=1.2265281200366105 | N_enrollment=50.0 | D=0.3469145403975498	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_868dfc6da179	clinicaltrials_api_v2_json	du2024	6	NCT00333177	data/cache/provenance_level5/sample_300/sr_868dfc6da179__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00333177.json	existing_mirror	Exacerbation or Relapse of Psychotic Symptoms	0.611609895648358	92.0	2	2	0.611609895648358	92.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_1603 | outcome=Exacerbation or Relapse of Psychotic Symptoms | p=<0.01 | z=2.5758293035489 | N_enrollment=92.0 | D=0.537097537940542 || row_id=ctgovkg_26304 | outcome=Average Medication Non-adherence | p=.001 | z=3.2905267314919255 | N_enrollment=92.0 | D=0.6861222533561738	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_5ea3a9bf5dc8	clinicaltrials_api_v2_json	du2024	6	NCT01000727	data/cache/ctgov_api_v2_studies/NCT01000727.json	existing_mirror	Number of Participants With First Occurrence of Any Event in the Composite of Major Coronary Events During the Time Period for Follow-up (FU) of Cardiovascular (CV) Event	0.0015614105580431	13026.0	1	1	0.0015614105580431	13026.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Number of Participants With First Occurrence of Any Event in the Composite of Major Coronary Events During the Time Period for Follow-up (FU) of Cardiovascular (CV) Event | p=0.929 | z=0.08910306697329583 | N_enrollment=13026.0 | D_recomputed=0.0015614105580431133	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_4f77703173f7	clinicaltrials_api_v2_json	du2024	6	NCT00596752	data/cache/provenance_level5/sample_300/sr_4f77703173f7__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00596752.json	existing_mirror	Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment	0.0932916008345459	840.0	4	4	0.09329160083454595	840.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_28575 | outcome=Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment | p=0.0173 | z=2.380269084039156 | N_enrollment=840.0 | D=0.1642541716862795 || row_id=ctgovkg_60592 | outcome=Complete Healing of Ischemic Necroses and Ulcerations at 12 Weeks After the End of Study Drug Treatment | p=0.2587 | z=1.1294690940806678 | N_enrollment=840.0 | D=0.0779407722166678 || row_id=ctgovkg_60593 | outcome=Complete Healing of Ischemic Necroses and Ulcerations at 12 Weeks After the End of Study Drug Treatment | p=0.3463 | z=0.9417903240785622 | N_enrollment=840.0 | D=0.064989706676849 || row_id=ctgovkg_60594 | outcome=Occurrence of Major Amputations at 24 Weeks After the End of Study Drug Treatment | p=0.1154 | z=1.5743783758163856 | N_enrollment=840.0 | D=0.1086424294524241	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_0e4bba88f02f	clinicaltrials_api_v2_json	du2024	6	NCT00417079	data/cache/ctgov_api_v2_studies/NCT00417079.json	existing_mirror	Overall Survival	0.2831862722252135	755.0	1	1	0.2831862722252135	755.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Overall Survival | p=<0.0001 | z=3.89059188641312 | N_enrollment=755.0 | D_recomputed=0.28318627222521536	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_bf90b4be790a	clinicaltrials_api_v2_json	du2024	6	NCT00137267	data/cache/provenance_level5/sample_300/sr_bf90b4be790a__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00137267.json	existing_mirror	Treatment Engagement	0.4676496007618844	102.0	2	2	0.46764960076188444	102.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_757 | outcome=Treatment Engagement | p=<0.001 | z=3.2905267314919255 | N_enrollment=102.0 | D=0.6516213916571533 || row_id=ctgovkg_50288 | outcome=Number of Days Engaged | p=0.152 | z=1.4325027208258119 | N_enrollment=102.0 | D=0.2836778098666156	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_0b5cef0ad420	clinicaltrials_api_v2_json	du2024	6	NCT01816295	data/cache/provenance_level6/sample_300/sr_0b5cef0ad420__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01816295.json	level6_cache	Number of Participants With Total Serum Testosterone Concentration Within Normal Range at Week 12	0.246117445052057	715.0	1	1	0.246117445052057	715.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Number of Participants With Total Serum Testosterone Concentration Within Normal Range at Week 12 | p=<0.001 | z=3.2905267314919255 | N_enrollment=715.0 | D_recomputed=0.2461174450520594	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
