manual_task_id	source_result_id	canonical_result_id	represented_source_id	extraction_source_id	needed_artifact_type	needed_value_fields	priority_score	priority_reason	failed_route_summary	best_candidate_urls	acceptable_manual_routes	library_access_needed_yn	ill_needed_yn	author_contact_needed_yn	repository_access_request_needed_yn	assigned_to	status	opened_at	closed_at	human_outcome	created_source_file_id	created_support_ids	manual_notes
mtask_89068d4edde8	sr_fd9b4c04ec6f	cr_301eb63ce6e2	work_title_sulindac_effects_on_apoptosis_in_atypical_nevi	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT00841204 | https://clinicaltrials.gov/study/NCT00841204	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_cc83b1914abe	sr_ddfbf61c7617	cr_89b112ac2e3f	work_title_change_from_baseline_in_the_number_of_bowel_movements_per_week	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT01965652 | https://clinicaltrials.gov/study/NCT01965652	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_3fbe196267e6	sr_4458f7fc086a	cr_80c5101ad6a5	work_title_the_composite_of_cerebral_ischemic_stroke_and_transient_ischemic_a	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT02796664 | https://clinicaltrials.gov/study/NCT02796664	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_b45d18802d42	sr_3a4c25fbf576	cr_f7be8512973d	work_plot2_metabus_open_bosco_pp_45_4_807_4702	src_bosco2020metabus	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1111/j.1744-6570.1992.tb00969.x	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_b29327bd643a	sr_71af0798216e	cr_ec8134053338	work_title_change_from_baseline_in_the_brief_pain_inventory_short_form_bpi_sf	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT01070329 | https://clinicaltrials.gov/study/NCT01070329	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_32065687898e	sr_09da2adb56e5	cr_2a029c957e66	work_title_10_1007_s00213_003_1558_z	src_internalplot2replicationpairoriginalsbridge	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1007/s00213-003-1558-z	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_af22ef96e9e4	sr_17d687917962	cr_fe92d40b2a9a	work_title_4_month_progression_free_survival_pfs_rate_in_the_double_blind_pha	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT00602030 | https://clinicaltrials.gov/study/NCT00602030	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_227cc9436011	sr_ed726dff7f0e	cr_a1ffffab147a	work_doi_10_17605_osf_io_evdp5	src_tosh2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1098/rspb.2022.0128	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_53e862c26538	sr_ea908acbfb0c	cr_32d89bd68660	work_title_ethnic_diversity_economic_and_cultural_contexts_and_social_trust_c	src_tyner2026	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1093/sf/sou088	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_0daffe3e79a2	sr_dde25d3c0279	cr_840171733c91	work_title_smoking_abstinence_for_7_days_at_last_contact	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT02730260 | https://clinicaltrials.gov/study/NCT02730260	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_4cdd58439897	sr_ddd3d7c5f433	cr_e520ca2055cc	work_title_olsson_sundell_2023_374	src_olsson2023publicationbias	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1371/journal.pone.0281110	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_48da85c11ff8	sr_3c91b76d15f8	cr_820e8cecbd3d	work_title_percentage_of_participants_with_a_menstrual_blood_loss_mbl_volume	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT01817530 | https://clinicaltrials.gov/study/NCT01817530	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_770ac63bbbdb	sr_b55639792416	cr_f8495d337342	work_title_genome_wide_association_analysis_in_primary_sclerosing_cholangitis	src_yengo2022	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://pubmed.ncbi.nlm.nih.gov/22821403/	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_15e32af283ea	sr_3741edf3cd08	cr_745407ada139	work_title_integrative_analysis_of_genome_wide_association_studies_identifies	src_yengo2022	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://pubmed.ncbi.nlm.nih.gov/33479212/	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_161f54b2e1f0	sr_5adb462eb079	cr_09d6eca52d0d	work_title_jap_79_6_959	src_bosco2020metabus	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1037/0021-9010.79.6.959	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_83b4f5be434c	sr_3f9b6a09599c	cr_917880431bd8	work_title_annual_rate_of_change_in_lung_density	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT00261833 | https://clinicaltrials.gov/study/NCT00261833	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_1f1300bec39b	sr_928de8f12480	cr_39c3a979c337	work_plot2_kuhberger_2014_main_results_kuhberger_175_2405	src_kuhberger2014publicationbias	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1371/journal.pone.0105825	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_38d00907c9d1	sr_b7cb57c5cb78	cr_78841168d1cc	work_title_investigating_technology_enhanced_teacher_professional_development	src_tyner2026	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.3102/0013189x16644602	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_f2967449c694	sr_581b0190b9f5	cr_b6478cee59e0	work_title_pressed_for_time_goal_conflict_shapes_how_time_is_perceived_spent	src_tosh2024	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1509/jmr.14.0130	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_ba40d1c6deed	sr_5c714fede5eb	cr_13205c413fbe	work_title_many_labs_2_anderson_1	src_klein2018	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1371/journal.pone.0309135	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_7facee09fada	sr_8144e362ed8b	cr_1aa51b73f170	work_title_when_your_world_must_be_defended_choosing_products_to_justify_the	src_tyner2026	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1086/658469	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_c829d2429524	sr_936ecd0105d4	cr_ac0b9913e536	work_title_how_does_the_design_of_waste_disposal_signage_influence_waste_disp	src_tyner2026	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1016/j.jenvp.2018.07.009	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_139284fc9109	sr_7902813ac3c1	cr_2d297458f324	work_title_van_prooijen_j_w_van_dijk_e_2014_when_consequence_size_predicts_be	src_motyl2017state	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1016/j.jesp.2014.06.006	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_b559c5d0f323	sr_9eeaae2c75a9	cr_a3d1ead03afc	work_doi_10_1111_j_1467_9280_2008_02045_x	src_tosh2024	original_source_object	original_source_object|replication_evidence	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1111/j.1467-9280.2008.02045.x	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_812b62fa2b3c	sr_de9d02f3efe7	cr_df860e9c9f09	work_title_olsson_sundell_2023_397	src_olsson2023publicationbias	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1371/journal.pone.0281110	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_5a34c4df3612	sr_a1c0077f9cb0	cr_284208fb02cc	work_title_political_ideology_predicted_nostalgia_meaning_that_the_more_conse	src_tosh2024	original_source_object	original_source_object|replication_evidence	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1037/pspi0000121	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_21fa4bb594c1	sr_72e0ac9be373	cr_ec6d48bd896e	work_title_kuhberger_905	src_kuhberger2014publicationbias	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1371/journal.pone.0105825	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_7cc44ec94346	sr_f44201a1b8b4	cr_f32da47476f4	work_title_corbo_osbat_2013	src_havranekarmingtondata	original_source_object	original_source_object	90	Target is grounded but original source bytes/value text need acquisition.	current_evidence=external_source_assertion; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.2139/ssrn.2246577	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_6b022908ebf7	sr_b6505d27d5ef	cr_4d252ae13c41	work_title_object_working_memory_is_employed_during_mental_rotation	src_tosh2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.3758/bf03194043	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_a2652ed754f4	sr_8b7d83b63310	cr_a4c2f8268219	work_title_phase_ii_change_in_depressive_symptoms	src_du2024	other	review	80	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT04524598 | https://clinicaltrials.gov/study/NCT04524598	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_654292c36a66	sr_2eb0fc250a2a	cr_6164513234a8	work_title_violent_offending_and_victimization_in_adolescence_social_network	src_tyner2026	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1111/1745-9125.12112	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_59bd40865759	sr_d5187cb33c19	cr_c6f4f1268f59	work_doi_10_1002_acp_1376	src_tosh2024	original_source_object	original_source_object|replication_evidence	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1002/acp.1376	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_2911fb33df9a	sr_2af4bf57e7ef	cr_9a85b46d292c	work_title_more_effort_is_expected_to_perform_an_additional_unit_of_work_when	src_tosh2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1006/cogp.1998.0708	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_4687ff742147	sr_644891607462	cr_193b0b84c65e	work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_cli_046_6731	src_schaefer2019meaningfulness	original_source_object	original_source_object	90	Target is grounded but original source bytes/value text need acquisition.	current_evidence=external_source_assertion; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1088/1126-6708/2001/11/046	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_17d217e4bed9	sr_9b47ec766005	cr_c49cba654469	work_title_shared_genetic_pathways_contribute_to_risk_of_hypertrophic_and_dil	src_yengo2022	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://pubmed.ncbi.nlm.nih.gov/33495596/	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_6bb60d99bca2	sr_ef6a224b8b86	cr_5cb683af6f96	work_title_woon_373	src_button2013	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1002/hipo.20746	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_78941e74175d	sr_1eb547defd9c	cr_fa6a5d12d39e	work_plot2_schaefer_schwarz_2019_with_prereg_schaefer_2019_preg_25_6452	src_schaefer2019meaningfulness	original_source_object	original_source_object|prereg_artifact	95	Target is grounded but original source bytes/value text need acquisition.	current_evidence=external_source_assertion; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1080/13540602.2018.1532407	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_d0f96cf67df9	sr_1c33e20c69a2	cr_a3c5bc308107	work_doi_10_1086_653487	src_tyner2026	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1086/653487	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_b4ddc038cac7	sr_0a95dbeefcd1	cr_6184ee9292cd	work_title_du145_cell_proliferation_between_sipten_siptenp1_and_siptenp1	src_errington2021	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.7554/elife.11802	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_594d02255a7d	sr_0c20617bc06f	cr_8a99823738c1	work_title_percent_change_from_baseline_in_low_density_lipoprotein_cholestero	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT01375764 | https://clinicaltrials.gov/study/NCT01375764	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_9b43300b6d57	sr_37178bbf2376	cr_6b95a8bc21c6	work_title_a_common_variant_in_the_setd7_gene_predicts_serum_lycopene_concent	src_yengo2022	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://pubmed.ncbi.nlm.nih.gov/26861389/	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_9f39df531612	sr_05cd86ffb475	cr_5f1d4d40830a	work_title_moral_foundations_graham_et_al_2009	src_internalplot2replicationpairoriginalsbridge	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1037/t48554-000	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_a04d2dcf6e7b	sr_026ab716fdc2	cr_7867cef83030	work_plot2_metabus_open_bosco_jap_87_4_687_3946	src_bosco2020metabus	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1037/0021-9010.87.4.687	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_ffe809410c46	sr_b35dc7490583	cr_6345babe5196	work_title_locating_supreme_court_opinions_in_doctrine_space	src_esareywu2016	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=2	https://doi.org/10.1111/j.1540-5907.2010.00470.x	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_b663500f16dc	sr_0c6d1c09a807	cr_02e8f1cc3960	work_title_will_consumption_rebound_after_the_covid_19_pandemic_a_structural	src_tyner2026	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.31234/osf.io/ch72a	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_c1560360f3f8	sr_16dfaeed46ee	cr_9872c5a6bd74	work_title_acr20_responder_odds_for_active_regimen_versus_matched_placebo_con	src_internalkerschbaumerphaseiiiiirheumatology	original_source_object	original_source_object|replication_evidence	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1055/s-0033-1360531	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_4490e5fc351f	sr_89366ac7df1c	cr_343391afdb07	work_title_emotionality_is_not_associated_with_the_political_orientation	src_tosh2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1016/j.paid.2009.11.002	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_f67edabf1a5e	sr_1166ca428215	cr_529346057b1d	work_title_incidence_of_gastroduodenal_ulcers	src_du2024	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_number_extracted; coding_status=coded_with_schema_gaps; problem_count=1	https://clinicaltrials.gov/study/NCT00994461 | https://clinicaltrials.gov/study/NCT00994461	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_bcc9fec4fb1f	sr_d19dc790ebd7	cr_5a34f6493ccc	work_title_the_link_between_self_dehumanization_and_immoral_behavior	src_tosh2024	original_source_object	original_source_object	105	Target is grounded but original source bytes/value text need acquisition.	current_evidence=target_source_independently_grounded; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1177/0956797618760784	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
mtask_150aef824046	sr_3f361d51253e	cr_a81779e7e27c	work_title_the_influences_of_a_two_tier_test_strategy_on_student_learning_a_l	src_tyner2026	other	review	75	Manual review needed by pilot coding status.	current_evidence=original_source_obtained; coding_status=coded_with_schema_gaps; problem_count=1	https://doi.org/10.1016/j.compedu.2014.11.021	try official source URL, DOI/registry/repository resolver, lawful library access, repository/preprint search, then parse source object	unknown	false	false	unknown		open	2026-04-29T00:00:00-07:00					Pilot manual task generated from 300-row schema proof; do not scale until resolver pass is implemented.
