batch007_seed_id	candidate_id	batch007_action	dedupe_action	final_row_status	original_doi	replication_doi	original_title	replication_title	current_root_pair_ids	dedupe_key_text	created_at
batch007_seed_172f2c1d358b9118	api_candidate_705797b93ca7def0	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1177/1948550617740941	Schuler and Wänke (2016)	Does Subjective SES Moderate the Effect of Money Priming on Socioeconomic System Support? A Replication of Schuler and Wänke (2016)		10 1177 1948550617740941 schuler and w nke 2016 does subjective ses moderate the effect of money priming on socioeconomic system support a replication of schuler and w nke 2016 schuler and w nke 2016 does subjective ses moderate the effect of money priming on socioeconomic system support a replication of schuler and w nke 2016	2026-05-06T03:12:07+00:00
batch007_seed_e783e413d8d2e185	api_candidate_37ee03055aded4a0	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/ejsp.2175		<i>Retracted:</i> Unconscious arithmetic processing: A direct replication		10 1002 ejsp 2175 i retracted i unconscious arithmetic processing a direct replication unresolved original target i retracted i unconscious arithmetic processing a direct replication	2026-05-06T03:12:07+00:00
batch007_seed_30be3610d3200e29	api_candidate_ff3e2677820a4fca	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1016/j.jmb.2006.08.095	the Duck Hepatitis B Virus	Sequence Identity of the Direct Repeats, DR1 and DR2, Contributes to the Discrimination between Primer Translocation and in Situ Priming During Replication of the Duck Hepatitis B Virus		10 1016 j jmb 2006 08 095 the duck hepatitis b virus sequence identity of the direct repeats dr1 and dr2 contributes to the discrimination between primer translocation and in situ priming during replication of the duck hepatitis b virus the duck hepatitis b virus sequence identity of the direct repeats dr1 and dr2 contributes to the discrimination between primer translocation and in situ priming during replication of the duck hepatitis b virus	2026-05-06T03:12:07+00:00
batch007_seed_6bf017a2fa546606	api_candidate_700aca4dce149a49	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1177/1745691613513470		Priming, Replication, and the Hardest Science		10 1177 1745691613513470 priming replication and the hardest science unresolved original target priming replication and the hardest science	2026-05-06T03:12:07+00:00
batch007_seed_88b0ecf1bdbe2d6c	api_candidate_970dd422de58643f	exclude_context_or_seed_hit	skip_seed_or_non_pair	not_row_rejected_seed_or_non_pair		10.1177/17456916211041116		"Kinds of Replication: Examining the Meanings of ""Conceptual Replication"" and ""Direct Replication""."		10 1177 17456916211041116 kinds of replication examining the meanings of conceptual replication and direct replication unresolved original target kinds of replication examining the meanings of conceptual replication and direct replication	2026-05-06T03:12:07+00:00
batch007_seed_2bf72259d444861f	api_candidate_a928b3f2cc8545aa	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1037/xge0000157		Selection bias, vote counting, and money-priming effects: A comment on Rohrer, Pashler, and Harris (2015) and Vohs (2015).		10 1037 xge0000157 selection bias vote counting and money priming effects a comment on rohrer pashler and harris 2015 and vohs 2015 unresolved original target selection bias vote counting and money priming effects a comment on rohrer pashler and harris 2015 and vohs 2015	2026-05-06T03:12:07+00:00
batch007_seed_a4ae2cef7efa67a4	api_candidate_bdf300f81a526739	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.31234/osf.io/5fc6z		Conceptual replication study of fifteen JDM effects: Insights from the Polish sample		10 31234 osf io 5fc6z conceptual replication study of fifteen jdm effects insights from the polish sample unresolved original target conceptual replication study of fifteen jdm effects insights from the polish sample	2026-05-06T03:12:07+00:00
batch007_seed_49f266084c9175ec	api_candidate_167669c784b96b73	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1177/2515245920903079	on Fischer, Castel, Dodd, and Pratt (2003)	Registered Replication Report on Fischer, Castel, Dodd, and Pratt (2003)	fig1_pair_077069f6635c17e3|fig1_pair_54a3f52e8b1fb3b9|fig1_pair_beb2d4113a4a7213|fig1_pair_eb3705eb8ac5f57b	10 1177 2515245920903079 on fischer castel dodd and pratt 2003 registered replication report on fischer castel dodd and pratt 2003 on fischer castel dodd and pratt 2003 registered replication report on fischer castel dodd and pratt 2003	2026-05-06T03:12:07+00:00
batch007_seed_9013585cb3f5df13	api_candidate_7f4665c847fc5b6e	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1080/02699931.2015.1136270		Biased attention retraining in dysphoria: a failure to replicate		10 1080 02699931 2015 1136270 biased attention retraining in dysphoria a failure to replicate unresolved original target biased attention retraining in dysphoria a failure to replicate	2026-05-06T03:12:07+00:00
batch007_seed_e8025231723b9adb	api_candidate_0eb40892da116803	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1016/j.cognition.2020.104521	the benefit of approximate arithmetic training for symbolic arithmetic fluency in adults	Failure to replicate the benefit of approximate arithmetic training for symbolic arithmetic fluency in adults		10 1016 j cognition 2020 104521 the benefit of approximate arithmetic training for symbolic arithmetic fluency in adults failure to replicate the benefit of approximate arithmetic training for symbolic arithmetic fluency in adults the benefit of approximate arithmetic training for symbolic arithmetic fluency in adults failure to replicate the benefit of approximate arithmetic training for symbolic arithmetic fluency in adults	2026-05-06T03:12:07+00:00
batch007_seed_0d240d19fcf6e1fc	api_candidate_67f284f2d33191ce	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1080/026999398379475		Anxiety and Mood-congruent Autobiographical Memory: A Conceptual Failure to Replicate		10 1080 026999398379475 anxiety and mood congruent autobiographical memory a conceptual failure to replicate unresolved original target anxiety and mood congruent autobiographical memory a conceptual failure to replicate	2026-05-06T03:12:07+00:00
batch007_seed_1c9e063fc44ff516	api_candidate_b0dd494bb0b648e8	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1525/collabra.77610		Revisiting the Role of Public Exposure and Moral Beliefs on Feelings of Shame and Guilt: Replication Registered Report of Smith et al. (2002)’s Study 1	fig1_pair_140c6f7f3db25070|fig1_pair_5d207c5cae7a2125	10 1525 collabra 77610 revisiting the role of public exposure and moral beliefs on feelings of shame and guilt replication registered report of smith et al 2002 s study 1 unresolved original target revisiting the role of public exposure and moral beliefs on feelings of shame and guilt replication registered report of smith et al 2002 s study 1	2026-05-06T03:12:07+00:00
batch007_seed_81c111c73c962be6	api_candidate_0bdaef3db55f27f5	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1016/j.jesp.2024.104662		Revisiting the moral forecasting error – A preregistered replication and extension of “Are we more moral than we think?”	fig1_pair_a16ee692280cfc30	10 1016 j jesp 2024 104662 revisiting the moral forecasting error a preregistered replication and extension of are we more moral than we think unresolved original target revisiting the moral forecasting error a preregistered replication and extension of are we more moral than we think	2026-05-06T03:12:07+00:00
batch007_seed_d5e13b8569d253bc	api_candidate_05938e873b6fc245	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1027/1864-9335/a000188	Experiments Evaluating Impact of Psychological Distance on Moral Judgment	Replication of Experiments Evaluating Impact of Psychological Distance on Moral Judgment	fig1_pair_a38387623add6c8c|fig1_pair_a8b67f1d6d94af6b|fig1_pair_d44e41ac255df746	10 1027 1864 9335 a000188 experiments evaluating impact of psychological distance on moral judgment replication of experiments evaluating impact of psychological distance on moral judgment experiments evaluating impact of psychological distance on moral judgment replication of experiments evaluating impact of psychological distance on moral judgment	2026-05-06T03:12:07+00:00
batch007_seed_9ccdc3562eb95cf6	api_candidate_2e01841ca6331e3b	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1111/lcrp.12219	the linguistic frame effect on perceived blame and financial liability	Preregistered direct replication of the linguistic frame effect on perceived blame and financial liability		10 1111 lcrp 12219 the linguistic frame effect on perceived blame and financial liability preregistered direct replication of the linguistic frame effect on perceived blame and financial liability the linguistic frame effect on perceived blame and financial liability preregistered direct replication of the linguistic frame effect on perceived blame and financial liability	2026-05-06T03:12:07+00:00
batch007_seed_261ed0eff5b5fe0e	api_candidate_5b51daeb5196fdf5	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.jesp.2026.104871		The limits of moral framing in promoting pro-environmentalism: A preregistered replication of		10 1016 j jesp 2026 104871 the limits of moral framing in promoting pro environmentalism a preregistered replication of unresolved original target the limits of moral framing in promoting pro environmentalism a preregistered replication of	2026-05-06T03:12:07+00:00
batch007_seed_54fa84f5bc661fe9	api_candidate_8392e0b8362b5e79	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/acp.4230		Does generation benefit learning for narrative and expository texts? A direct replication attempt		10 1002 acp 4230 does generation benefit learning for narrative and expository texts a direct replication attempt unresolved original target does generation benefit learning for narrative and expository texts a direct replication attempt	2026-05-06T03:12:07+00:00
batch007_seed_227787378dc54f9c	api_candidate_a0f8b75b3ce9475f	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.20982/tqmp.10.2.p077		Restoring confidence in psychological science findings: A call for direct replication studies		10 20982 tqmp 10 2 p077 restoring confidence in psychological science findings a call for direct replication studies unresolved original target restoring confidence in psychological science findings a call for direct replication studies	2026-05-06T03:12:07+00:00
batch007_seed_09103b59af7918ba	api_candidate_3b7b2c1f21d0c6fc	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1098/rsos.190808		Replicating different roles of intent across moral domains.		10 1098 rsos 190808 replicating different roles of intent across moral domains unresolved original target replicating different roles of intent across moral domains	2026-05-06T03:12:07+00:00
batch007_seed_2a07fd74f13b41a0	api_candidate_ba86d4b87fa80bde	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target				Understanding and Correcting False Beliefs: Studies in Vaccination and Genetically Modified Organisms		understanding and correcting false beliefs studies in vaccination and genetically modified organisms unresolved original target understanding and correcting false beliefs studies in vaccination and genetically modified organisms	2026-05-06T03:12:07+00:00
batch007_seed_97435954f1ca2993	api_candidate_2c01e273ebb8d442	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.26451/abc.07.01.02.2020		Replications in Comparative Cognition: What Should We Expect and How Can We Improve?		10 26451 abc 07 01 02 2020 replications in comparative cognition what should we expect and how can we improve unresolved original target replications in comparative cognition what should we expect and how can we improve	2026-05-06T03:12:07+00:00
batch007_seed_c071834689596d41	api_candidate_44ddc70d6c094df4	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1037/xge0000038		The effect of horizontal eye movements on free recall: A preregistered adversarial collaboration.		10 1037 xge0000038 the effect of horizontal eye movements on free recall a preregistered adversarial collaboration unresolved original target the effect of horizontal eye movements on free recall a preregistered adversarial collaboration	2026-05-06T03:12:07+00:00
batch007_seed_1624f24ae2c8782e	api_candidate_960caf41436de353	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1111/cogs.12962		Robust Lexically Mediated Compensation for Coarticulation: Christmash Time Is Here Again		10 1111 cogs 12962 robust lexically mediated compensation for coarticulation christmash time is here again unresolved original target robust lexically mediated compensation for coarticulation christmash time is here again	2026-05-06T03:12:07+00:00
batch007_seed_7854e0b62cffb369	api_candidate_a654c61fd95b5a0c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3758/s13428-018-1092-x		Replication Bayes factors from evidence updating		10 3758 s13428 018 1092 x replication bayes factors from evidence updating unresolved original target replication bayes factors from evidence updating	2026-05-06T03:12:07+00:00
batch007_seed_2cb7c5c470dd082c	api_candidate_6e5ee4103bfcef6c	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3758/s13423-016-1030-9		Internal conceptual replications do not increase independent replication success		10 3758 s13423 016 1030 9 internal conceptual replications do not increase independent replication success unresolved original target internal conceptual replications do not increase independent replication success	2026-05-06T03:12:07+00:00
batch007_seed_725c0dff78d13fdf	api_candidate_669ff5c559cabc48	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/acp.3781		Does generation benefit learning for narrative and expository texts? A direct replication attempt		10 1002 acp 3781 does generation benefit learning for narrative and expository texts a direct replication attempt unresolved original target does generation benefit learning for narrative and expository texts a direct replication attempt	2026-05-06T03:12:07+00:00
batch007_seed_b06dd560ad620092	api_candidate_d51bbeeeb3386937	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1002/acp.70168	the Criteria‐Based Content Analysis Condition in Bogaard Et al. (2014)	Contextual Bias in Verbal Credibility Assessment: A Preregistered Direct Replication of the Criteria‐Based Content Analysis Condition in Bogaard Et al. (2014)		10 1002 acp 70168 the criteria based content analysis condition in bogaard et al 2014 contextual bias in verbal credibility assessment a preregistered direct replication of the criteria based content analysis condition in bogaard et al 2014 the criteria based content analysis condition in bogaard et al 2014 contextual bias in verbal credibility assessment a preregistered direct replication of the criteria based content analysis condition in bogaard et al 2014	2026-05-06T03:12:07+00:00
batch007_seed_9d83ad947fc8099d	api_candidate_f998e9bbe8b93e3b	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1002/acp.2350050604	the effectiveness of the cognitive interview	An independent replication of the effectiveness of the cognitive interview		10 1002 acp 2350050604 the effectiveness of the cognitive interview an independent replication of the effectiveness of the cognitive interview the effectiveness of the cognitive interview an independent replication of the effectiveness of the cognitive interview	2026-05-06T03:12:07+00:00
batch007_seed_e783124d0463bcc5	api_candidate_6ecf080572aeaeae	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1111/lcrp.12245		Does cognitive inflexibility predict violent extremist behaviour intentions? A registered direct replication report of Zmigrod et al., 2019		10 1111 lcrp 12245 does cognitive inflexibility predict violent extremist behaviour intentions a registered direct replication report of zmigrod et al 2019 unresolved original target does cognitive inflexibility predict violent extremist behaviour intentions a registered direct replication report of zmigrod et al 2019	2026-05-06T03:12:07+00:00
batch007_seed_ecd39d23fdfcb13f	api_candidate_49040530056b1fbf	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1002/acp.4037	van Prooijen (2017)	Education and conspiracy beliefs: A replication of van Prooijen (2017)		10 1002 acp 4037 van prooijen 2017 education and conspiracy beliefs a replication of van prooijen 2017 van prooijen 2017 education and conspiracy beliefs a replication of van prooijen 2017	2026-05-06T03:12:07+00:00
batch007_seed_0aaf5afbc21eec5e	api_candidate_6c82de233d0d6376	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1002/(sici)1099-0720(199910)13:5	Gudjonsson's (1997) British survey	Characteristics of recovered memories: a Dutch replication of Gudjonsson's (1997) British survey		10 1002 sici 1099 0720 199910 13 5 gudjonsson s 1997 british survey characteristics of recovered memories a dutch replication of gudjonsson s 1997 british survey gudjonsson s 1997 british survey characteristics of recovered memories a dutch replication of gudjonsson s 1997 british survey	2026-05-06T03:12:07+00:00
batch007_seed_9148ea2c915ab8fb	api_candidate_8beb7be699093e2e	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1371/journal.pone.0313726		The effect of deferring feedback on rule-based and information-integration category learning.		10 1371 journal pone 0313726 the effect of deferring feedback on rule based and information integration category learning unresolved original target the effect of deferring feedback on rule based and information integration category learning	2026-05-06T03:12:07+00:00
batch007_seed_9cfb71e1c814df93	api_candidate_90bf1505d05f0aca	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1371/journal.pone.0301781		Approaching future rewards or waiting for them to arrive: Spatial representations of time and intertemporal choice.		10 1371 journal pone 0301781 approaching future rewards or waiting for them to arrive spatial representations of time and intertemporal choice unresolved original target approaching future rewards or waiting for them to arrive spatial representations of time and intertemporal choice	2026-05-06T03:12:07+00:00
batch007_seed_9beb4b0467f59f0b	api_candidate_64a39a53876c51c1	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1037/law0000469	Pickel and Sneyd (2018; Experiment 2)	Four (and a Half) Preregistered Failures to Replicate the Weapon Focus Effect in Online Samples.		10 1037 law0000469 pickel and sneyd 2018 experiment 2 four and a half preregistered failures to replicate the weapon focus effect in online samples unresolved original target four and a half preregistered failures to replicate the weapon focus effect in online samples	2026-05-06T03:12:07+00:00
batch007_seed_16d28ee6d1e1af93	api_candidate_4dc2cff8320f0b0e	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0266171	a counterintuitive finding.	People react more positively to female- than to male-favoring sex differences: A direct replication of a counterintuitive finding.		10 1371 journal pone 0266171 a counterintuitive finding people react more positively to female than to male favoring sex differences a direct replication of a counterintuitive finding a counterintuitive finding people react more positively to female than to male favoring sex differences a direct replication of a counterintuitive finding	2026-05-06T03:12:07+00:00
batch007_seed_e021538949752eeb	api_candidate_3bd5ccb728b975bf	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0272434	the only experiment reported in Dunn, Aknin, and Norton (2008).	Prosocial spending encourages happiness: A replication of the only experiment reported in Dunn, Aknin, and Norton (2008).		10 1371 journal pone 0272434 the only experiment reported in dunn aknin and norton 2008 prosocial spending encourages happiness a replication of the only experiment reported in dunn aknin and norton 2008 the only experiment reported in dunn aknin and norton 2008 prosocial spending encourages happiness a replication of the only experiment reported in dunn aknin and norton 2008	2026-05-06T03:12:07+00:00
batch007_seed_b0a94abd45cdfb0b	api_candidate_b2f1334e787033f3	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1027/1618-3169/a000562		No Correlation Between Mood or Motivation and the Processing of Global and Local Information.		10 1027 1618 3169 a000562 no correlation between mood or motivation and the processing of global and local information unresolved original target no correlation between mood or motivation and the processing of global and local information	2026-05-06T03:12:07+00:00
batch007_seed_67a60a5b379c830d	api_candidate_581f643314530591	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3758/s13414-024-02869-8		Self-prioritization in working memory gating.		10 3758 s13414 024 02869 8 self prioritization in working memory gating unresolved original target self prioritization in working memory gating	2026-05-06T03:12:07+00:00
batch007_seed_b9c2209cb57a10f9	api_candidate_30713d55ab5acc52	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0287911	Job, Dweck, and Walton (2010).	Does willpower mindset really moderate the ego-depletion effect? A preregistered replication of Job, Dweck, and Walton (2010).		10 1371 journal pone 0287911 job dweck and walton 2010 does willpower mindset really moderate the ego depletion effect a preregistered replication of job dweck and walton 2010 job dweck and walton 2010 does willpower mindset really moderate the ego depletion effect a preregistered replication of job dweck and walton 2010	2026-05-06T03:12:07+00:00
batch007_seed_ce00e07b1882fea1	api_candidate_5f49de82f6ecf01a	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.24072/pci.rr.100998.d1	Eimer (1996). Round#1	Decision Revise: A multilab investigation into the N2pc as an indicator of attentional selectivity: Direct replication of Eimer (1996). Round#1		10 24072 pci rr 100998 d1 eimer 1996 round 1 decision revise a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 1 eimer 1996 round 1 decision revise a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 1	2026-05-06T03:12:07+00:00
batch007_seed_294d2c91f28c9288	api_candidate_9d9c8a6d88ce0e24	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.24072/pci.rr.100998.rev12	Eimer (1996). Round#1/Reviewer#2	Review of: A multilab investigation into the N2pc as an indicator of attentional selectivity: Direct replication of Eimer (1996). Round#1/Reviewer#2		10 24072 pci rr 100998 rev12 eimer 1996 round 1 reviewer 2 review of a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 1 reviewer 2 eimer 1996 round 1 reviewer 2 review of a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 1 reviewer 2	2026-05-06T03:12:07+00:00
batch007_seed_2faf8ebc0dae3767	api_candidate_765478f6b84f2712	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.24072/pci.rr.100998	Eimer (1996). Round#2	Recommendation of: A multilab investigation into the N2pc as an indicator of attentional selectivity: Direct replication of Eimer (1996). Round#2		10 24072 pci rr 100998 eimer 1996 round 2 recommendation of a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 2 eimer 1996 round 2 recommendation of a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 2	2026-05-06T03:12:07+00:00
batch007_seed_cf616191e3199e00	api_candidate_3bd91c9eb99033f2	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.24072/pci.rr.100998.rev11	Eimer (1996). Round#1/Reviewer#1	Review of: A multilab investigation into the N2pc as an indicator of attentional selectivity: Direct replication of Eimer (1996). Round#1/Reviewer#1		10 24072 pci rr 100998 rev11 eimer 1996 round 1 reviewer 1 review of a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 1 reviewer 1 eimer 1996 round 1 reviewer 1 review of a multilab investigation into the n2pc as an indicator of attentional selectivity direct replication of eimer 1996 round 1 reviewer 1	2026-05-06T03:12:07+00:00
batch007_seed_d5be8ee5bb9db9d7	api_candidate_a84a2bcb4c4ddffa	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1080/01973533.2016.1269286	the Ego-Depletion Effect to a Research Program	Extending a Multilab Preregistered Replication of the Ego-Depletion Effect to a Research Program		10 1080 01973533 2016 1269286 the ego depletion effect to a research program extending a multilab preregistered replication of the ego depletion effect to a research program the ego depletion effect to a research program extending a multilab preregistered replication of the ego depletion effect to a research program	2026-05-06T03:12:07+00:00
batch007_seed_8df7cd69a9daf8a8	api_candidate_879a9de1b31ac6eb	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1037/dev0001570.supp	the Five Cs Model	Supplemental Material for Ethnic Pride and Cultural Values Promote Positive Youth Development in a Conceptual Replication of the Five Cs Model		10 1037 dev0001570 supp the five cs model supplemental material for ethnic pride and cultural values promote positive youth development in a conceptual replication of the five cs model the five cs model supplemental material for ethnic pride and cultural values promote positive youth development in a conceptual replication of the five cs model	2026-05-06T03:12:07+00:00
batch007_seed_410f1af41e544d60	api_candidate_5a4069f6d00796be	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1017/s1930297500007348		Does intuitive mindset influence belief in God? A registered replication of		10 1017 s1930297500007348 does intuitive mindset influence belief in god a registered replication of unresolved original target does intuitive mindset influence belief in god a registered replication of	2026-05-06T03:12:07+00:00
batch007_seed_6886b53021c4bc7a	api_candidate_006071e798115bf1	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1017/s1930297500007348	Shenhav, Rand and Greene (2012)	Does intuitive mindset influence belief in God? A registered replication of Shenhav, Rand and Greene (2012)		10 1017 s1930297500007348 shenhav rand and greene 2012 does intuitive mindset influence belief in god a registered replication of shenhav rand and greene 2012 shenhav rand and greene 2012 does intuitive mindset influence belief in god a registered replication of shenhav rand and greene 2012	2026-05-06T03:12:07+00:00
batch007_seed_ae92e9ca9abca541	api_candidate_6e800d9ae94a3691	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1207/s15327582ijpr0903_4	Measurement of Religious Orientations	Ways Religious Orientations Work: A Polish Replication of Measurement of Religious Orientations		10 1207 s15327582ijpr0903 4 measurement of religious orientations ways religious orientations work a polish replication of measurement of religious orientations measurement of religious orientations ways religious orientations work a polish replication of measurement of religious orientations	2026-05-06T03:12:07+00:00
batch007_seed_d9f7b5b25222c672	api_candidate_b3869535651b5f0e	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1080/15213269.2021.1884096	Eden, Daalmans, and Johnson (2017)	Character morality, enjoyment, and appreciation: a replication of Eden, Daalmans, and Johnson (2017)		10 1080 15213269 2021 1884096 eden daalmans and johnson 2017 character morality enjoyment and appreciation a replication of eden daalmans and johnson 2017 eden daalmans and johnson 2017 character morality enjoyment and appreciation a replication of eden daalmans and johnson 2017	2026-05-06T03:12:07+00:00
batch007_seed_4093d9cb1a851a77	api_candidate_2f43ed8a03cd949e	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1525/collabra.133273		How Greedy People Respond to Missing Discounts: Insatiability and Inaction Inertia		10 1525 collabra 133273 how greedy people respond to missing discounts insatiability and inaction inertia unresolved original target how greedy people respond to missing discounts insatiability and inaction inertia	2026-05-06T03:12:07+00:00
batch007_seed_315e2b3f7d0942ba	api_candidate_a75033bf23501c35	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/s0010-9452(13)80260-2		Unilateral Contraction of Facial Muscles Do Effect Emotions: A “Failed Replication's” Failure to Perform a Replication		10 1016 s0010 9452 13 80260 2 unilateral contraction of facial muscles do effect emotions a failed replication s failure to perform a replication unresolved original target unilateral contraction of facial muscles do effect emotions a failed replication s failure to perform a replication	2026-05-06T03:12:07+00:00
batch007_seed_2d960df8470d5595	api_candidate_9e300f1d70aafe3e	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1126/science.351.6273.548		Calling all failed replication experiments		10 1126 science 351 6273 548 calling all failed replication experiments unresolved original target calling all failed replication experiments	2026-05-06T03:12:07+00:00
batch007_seed_8b6bf4e301a3d8f8	api_candidate_0ecc8dcb1986836d	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.jpsychores.2012.02.004		The effect of priming illness memory on pain tolerance: A failed replication		10 1016 j jpsychores 2012 02 004 the effect of priming illness memory on pain tolerance a failed replication unresolved original target the effect of priming illness memory on pain tolerance a failed replication	2026-05-06T03:12:07+00:00
batch007_seed_6c5af7b32477f247	api_candidate_5b4824f72e9c24ab	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1080/00224545.2021.2000355		Task measuring implicit attractiveness as a function of skin tone and facial features: a failed replication		10 1080 00224545 2021 2000355 task measuring implicit attractiveness as a function of skin tone and facial features a failed replication unresolved original target task measuring implicit attractiveness as a function of skin tone and facial features a failed replication	2026-05-06T03:12:07+00:00
